app,machine,scaling,num_proc,io_volume,io_intensity
ior-t1m,lassen regular,strong-scaling,64,1047808.6073432545,20.407809712371726
ior-t1m,lassen regular,strong-scaling,128,1047808.6073432545,6.384832017628442
ior-t1m,lassen regular,strong-scaling,256,1047808.6073432545,0.9444957334374149
ior-t1m,lassen regular,strong-scaling,512,1047808.6073432545,1.120191438436768
ior-t1m,lassen regular,strong-scaling,1024,1047808.6073432545,3.5274867573274205
ior-t1m,summit regular,strong-scaling,64,1047808.6073432545,1.580024424340235
ior-t1m,summit regular,strong-scaling,128,1047808.6073432545,1.8647183147836337
ior-t1m,summit regular,strong-scaling,256,1047808.6073432545,1.3722693981508352
ior-t1m,summit regular,strong-scaling,512,1047808.6073432545,0.9338718241616863
ior-t1m,summit regular,strong-scaling,1024,1047808.6073432545,0.8313545393958928
ior-t1m,cori regular,strong-scaling,64,1047808.6073432545,8.284168511655738
ior-t1m,cori regular,strong-scaling,128,1047808.6073432545,3.412663826996555
ior-t1m,cori regular,strong-scaling,256,1047808.6073432545,1.698708245146575
ior-t1m,cori regular,strong-scaling,512,1047808.6073432545,1.1213370106516558
ior-t1m,cori regular,strong-scaling,1024,1031824.5077477477,1.0130519251252248
ior-t1m,lassen regular,weak-scaling,64,1045513.1543330088,39.17202074819717
ior-t1m,lassen regular,weak-scaling,128,1047042.3371526084,9.456182509055552
ior-t1m,lassen regular,weak-scaling,256,1047808.6073432545,5.076760858136236
ior-t1m,lassen regular,weak-scaling,512,1048192.163209274,1.3481924292891678
ior-t1m,lassen regular,weak-scaling,1024,1048384.0464697626,1.166943569786801
ior-t1m,summit regular,weak-scaling,64,1045513.1543330088,2.0206801230234097
ior-t1m,summit regular,weak-scaling,128,1047042.3371526084,1.4778540037309118
ior-t1m,summit regular,weak-scaling,256,1047808.6073432545,2.1579984800945304
ior-t1m,summit regular,weak-scaling,512,1048192.163209274,1.2806837305342342
ior-t1m,summit regular,weak-scaling,1024,1048384.0464697626,0.8405806153885246
ior-t1m,cori regular,weak-scaling,64,1045513.1543330088,2.3446369713297432
ior-t1m,cori regular,weak-scaling,128,1047042.3371526084,1.88555908513026
ior-t1m,cori regular,weak-scaling,256,1047808.6073432545,1.1458682785522498
ior-t1m,cori regular,weak-scaling,512,1048192.163209274,1.2908315575507023
ior-t1m,cori regular,weak-scaling,1024,1044337.3393817818,1.0882718650530843
